text,label
There is garbage dumping in colony,garbage_waste
PLEASE FIX POWER CUT NEAR SCHOOL,streetlight_electrical
Complaint about water clogging on main road!!!,drainage_sewage
Issue of pothole on main road,road_pothole
road damage is causing trouble near school,road_pothole
TRAFFIC JAM PROBLEM IN COLONY,traffic_roadsafety
Facing road damage near market,road_pothole
NO WATER SUPPLY IS CAUSING TROUBLE NEAR SCHOOL!!!,water_supply
PLEASE FIX RASH DRIVING NEAR MARKET,traffic_roadsafety
Facing dirty drainage near bus stop,drainage_sewage
Urgent issue: dustbin not cleared near office,garbage_waste
There is broken bench near office,public_property_damage
Urgent issue: broken bench beside park,public_property_damage
Complaint about low water pressure in my area,water_supply
ROAD DAMAGE IS CAUSING TROUBLE NEAR SCHOOL!!!,road_pothole
encroachment problem near office,illegal_activities
COMPLAINT ABOUT BROKEN ROAD BESIDE PARK,road_pothole
no water supply problem near bus stop,water_supply
THERE IS ENCROACHMENT BESIDE PARK,illegal_activities
unknown problem problem on main road,other
Please fix waste overflow in colony!!!,garbage_waste
misc issue problem on main road!!!,other
URGENT ISSUE: STREET LIGHT NOT WORKING NEAR BUS STOP,streetlight_electrical
COMPLAINT ABOUT GARBAGE DUMPING IN MY AREA!!!,garbage_waste
Please fix illegal parking beside park,illegal_activities
THERE IS WATER CLOGGING NEAR SCHOOL,drainage_sewage
Facing electric pole issue beside park,streetlight_electrical
Complaint about rash driving near office,traffic_roadsafety
Please fix stray dogs on main road,stray_animals
PLEASE FIX LOW WATER PRESSURE IN MY AREA,water_supply
GENERAL ISSUE PROBLEM ON MAIN ROAD,other
Urgent issue: stray dogs near office,stray_animals
illegal parking is causing trouble beside park!!!,illegal_activities
no signals is causing trouble near bus stop!!!,traffic_roadsafety
Issue of misc issue beside park,other
Urgent issue: rash driving on main road,traffic_roadsafety
pothole is causing trouble near school,road_pothole
Complaint about wire problem near bus stop,streetlight_electrical
There is cattle on road in my area,stray_animals
Complaint about bad road condition in my area,road_pothole
waste overflow problem beside park!!!,garbage_waste
Urgent issue: low water pressure near market,water_supply
illegal construction problem near hospital!!!,illegal_activities
Complaint about no signals near school,traffic_roadsafety
broken road problem near hospital!!!,road_pothole
ISSUE OF DOG ATTACK RISK NEAR MARKET,stray_animals
URGENT ISSUE: GARBAGE DUMPING IN MY AREA,garbage_waste
Facing street light not working in colony,streetlight_electrical
Issue of trash problem near school,garbage_waste
unknown problem is causing trouble on main road,other
unauthorized shops problem in my area,illegal_activities
Facing animal nuisance beside park,stray_animals
electric pole issue is causing trouble near market,streetlight_electrical
Complaint about traffic jam near hospital,traffic_roadsafety
FACING POWER CUT NEAR BUS STOP,streetlight_electrical
There is vandalism on main road,public_property_damage
There is illegal construction beside park!!!,illegal_activities
Please fix general issue near school,other
URGENT ISSUE: POTHOLE BESIDE PARK,road_pothole
FACING ENCROACHMENT ON MAIN ROAD,illegal_activities
Issue of broken bench in colony,public_property_damage
Urgent issue: broken road near school!!!,road_pothole
Complaint about encroachment near school,illegal_activities
COMPLAINT ABOUT BAD ROAD CONDITION NEAR BUS STOP!!!,road_pothole
trash problem is causing trouble near school,garbage_waste
Complaint about dustbin not cleared beside park,garbage_waste
Please fix damaged park near market!!!,public_property_damage
Please fix broken road near hospital!!!,road_pothole
There is trash problem beside park,garbage_waste
URGENT ISSUE: SEWAGE PROBLEM NEAR MARKET,drainage_sewage
garbage dumping problem near school,garbage_waste
Facing misc issue near school!!!,other
Facing water clogging near market,drainage_sewage
Issue of water issue on main road!!!,water_supply
Please fix general issue on main road,other
unknown problem is causing trouble near hospital!!!,other
Complaint about public property damage near school!!!,public_property_damage
FACING WASTE OVERFLOW IN MY AREA,garbage_waste
street light not working problem in my area,streetlight_electrical
waste overflow is causing trouble on main road!!!,garbage_waste
PLEASE FIX BAD ROAD CONDITION NEAR MARKET!!!,road_pothole
Urgent issue: water issue near office,water_supply
Please fix cattle on road near bus stop!!!,stray_animals
public property damage problem on main road!!!,public_property_damage
There is no water supply near school,water_supply
ISSUE OF UNKNOWN PROBLEM NEAR HOSPITAL!!!,other
THERE IS NO SIGNALS NEAR HOSPITAL!!!,traffic_roadsafety
wire problem is causing trouble near bus stop,streetlight_electrical
URGENT ISSUE: GENERAL ISSUE NEAR HOSPITAL,other
Please fix electric pole issue near hospital,streetlight_electrical
STREET LIGHT NOT WORKING IS CAUSING TROUBLE NEAR MARKET!!!,streetlight_electrical
ISSUE OF ANIMAL NUISANCE NEAR SCHOOL,stray_animals
ISSUE OF ACCIDENT RISK NEAR SCHOOL,traffic_roadsafety
THERE IS UNAUTHORIZED SHOPS IN COLONY,illegal_activities
Issue of stray dogs near hospital,stray_animals
Issue of stray dogs near office,stray_animals
Urgent issue: power cut on main road,streetlight_electrical
ISSUE OF UNAUTHORIZED SHOPS NEAR HOSPITAL,illegal_activities
Urgent issue: misc issue near hospital,other
There is wire problem near school,streetlight_electrical
Please fix animal nuisance near school,stray_animals
UNKNOWN PROBLEM IS CAUSING TROUBLE IN MY AREA!!!,other
Facing broken bench near bus stop!!!,public_property_damage
Facing damaged park in my area,public_property_damage
There is dustbin not cleared near hospital,garbage_waste
Please fix accident risk near school,traffic_roadsafety
Issue of sewage problem near school!!!,drainage_sewage
THERE IS SEWAGE PROBLEM NEAR BUS STOP!!!,drainage_sewage
BAD ROAD CONDITION PROBLEM IN COLONY,road_pothole
Urgent issue: damaged park on main road!!!,public_property_damage
Please fix broken road in colony,road_pothole
no water supply is causing trouble near office,water_supply
Issue of traffic jam near hospital,traffic_roadsafety
COMPLAINT ABOUT BAD ROAD CONDITION IN COLONY!!!,road_pothole
Please fix accident risk on main road!!!,traffic_roadsafety
Complaint about rash driving near school!!!,traffic_roadsafety
Urgent issue: dog attack risk in my area,stray_animals
PLEASE FIX WATER CLOGGING NEAR SCHOOL,drainage_sewage
There is animal nuisance near school,stray_animals
Urgent issue: encroachment in colony!!!,illegal_activities
no signals is causing trouble in my area,traffic_roadsafety
Facing damaged park on main road!!!,public_property_damage
GARBAGE DUMPING IS CAUSING TROUBLE NEAR HOSPITAL,garbage_waste
Urgent issue: cattle on road near hospital,stray_animals
Complaint about no water supply on main road!!!,water_supply
There is drainage overflow near market,drainage_sewage
Facing broken bench in my area,public_property_damage
PLEASE FIX DAMAGED PARK NEAR OFFICE,public_property_damage
SEWAGE PROBLEM IS CAUSING TROUBLE NEAR BUS STOP,drainage_sewage
Urgent issue: water issue near market,water_supply
Urgent issue: dustbin not cleared on main road,garbage_waste
THERE IS ACCIDENT RISK NEAR MARKET,traffic_roadsafety
Please fix illegal construction beside park,illegal_activities
Please fix damaged park near school,public_property_damage
THERE IS ILLEGAL CONSTRUCTION NEAR MARKET!!!,illegal_activities
PLEASE FIX DRAINAGE OVERFLOW IN COLONY,drainage_sewage
Urgent issue: water clogging near hospital,drainage_sewage
Issue of unknown problem near office,other
Complaint about street light not working in my area,streetlight_electrical
URGENT ISSUE: BROKEN ROAD NEAR MARKET,road_pothole
Complaint about damaged park near bus stop,public_property_damage
Please fix drainage overflow near school,drainage_sewage
Facing dustbin not cleared on main road,garbage_waste
FACING TRAFFIC JAM NEAR HOSPITAL,traffic_roadsafety
Please fix broken road near market!!!,road_pothole
Complaint about general issue beside park,other
URGENT ISSUE: NO SIGNALS ON MAIN ROAD,traffic_roadsafety
Facing misc issue near school!!!,other
Facing no water supply in colony!!!,water_supply
Facing misc issue on main road!!!,other
Issue of unauthorized shops near market!!!,illegal_activities
wire problem problem near bus stop,streetlight_electrical
Complaint about no water supply beside park!!!,water_supply
Please fix power cut near office,streetlight_electrical
URGENT ISSUE: POTHOLE NEAR OFFICE,road_pothole
Complaint about bad road condition near hospital,road_pothole
Please fix dog attack risk in colony,stray_animals
There is traffic jam near school,traffic_roadsafety
water issue is causing trouble beside park,water_supply
DRAINAGE OVERFLOW PROBLEM NEAR SCHOOL,drainage_sewage
There is street light not working near school,streetlight_electrical
URGENT ISSUE: DOG ATTACK RISK ON MAIN ROAD,stray_animals
PLEASE FIX WASTE OVERFLOW NEAR MARKET!!!,garbage_waste
broken bench is causing trouble near school!!!,public_property_damage
Urgent issue: trash problem on main road,garbage_waste
URGENT ISSUE: TRAFFIC JAM IN MY AREA,traffic_roadsafety
Urgent issue: unknown problem on main road,other
COMPLAINT ABOUT BROKEN BENCH NEAR MARKET!!!,public_property_damage
Complaint about water issue near office,water_supply
Please fix general issue near bus stop,other
Urgent issue: water shortage near hospital!!!,water_supply
There is traffic jam near school!!!,traffic_roadsafety
PUBLIC PROPERTY DAMAGE IS CAUSING TROUBLE IN COLONY,public_property_damage
Complaint about street light not working beside park,streetlight_electrical
COMPLAINT ABOUT DIRTY DRAINAGE NEAR SCHOOL,drainage_sewage
URGENT ISSUE: TRASH PROBLEM ON MAIN ROAD,garbage_waste
BROKEN BENCH PROBLEM NEAR MARKET,public_property_damage
broken bench problem near bus stop,public_property_damage
Issue of general issue near bus stop!!!,other
Issue of animal nuisance on main road,stray_animals
FACING MISC ISSUE NEAR SCHOOL!!!,other
Facing illegal construction near school,illegal_activities
Please fix stray dogs near bus stop,stray_animals
water clogging problem near office,drainage_sewage
PLEASE FIX WATER ISSUE NEAR SCHOOL,water_supply
unknown problem problem near bus stop,other
URGENT ISSUE: POWER CUT IN MY AREA,streetlight_electrical
URGENT ISSUE: TRAFFIC JAM NEAR OFFICE,traffic_roadsafety
COMPLAINT ABOUT ROAD DAMAGE IN COLONY!!!,road_pothole
Urgent issue: animal nuisance near school!!!,stray_animals
Complaint about water shortage beside park!!!,water_supply
Complaint about illegal parking near market,illegal_activities
FACING BROKEN BENCH NEAR OFFICE,public_property_damage
Facing cattle on road near hospital,stray_animals
water clogging is causing trouble in colony,drainage_sewage
Issue of accident risk in colony,traffic_roadsafety
PLEASE FIX NO SIGNALS BESIDE PARK!!!,traffic_roadsafety
accident risk is causing trouble near school,traffic_roadsafety
Complaint about water clogging on main road,drainage_sewage
wire problem problem beside park,streetlight_electrical
MISC ISSUE PROBLEM IN MY AREA,other
URGENT ISSUE: WATER SHORTAGE NEAR SCHOOL!!!,water_supply
Issue of damaged park in colony!!!,public_property_damage
COMPLAINT ABOUT BROKEN BENCH IN COLONY!!!,public_property_damage
Complaint about power cut near school,streetlight_electrical
encroachment problem near hospital,illegal_activities
accident risk problem in my area,traffic_roadsafety
URGENT ISSUE: WIRE PROBLEM NEAR SCHOOL!!!,streetlight_electrical
COMPLAINT ABOUT STRAY DOGS NEAR SCHOOL,stray_animals
Urgent issue: traffic jam near market,traffic_roadsafety
Facing illegal parking near office,illegal_activities
Issue of no water supply near market,water_supply
illegal parking is causing trouble near hospital!!!,illegal_activities
NO WATER SUPPLY IS CAUSING TROUBLE NEAR BUS STOP,water_supply
Complaint about electric pole issue near market!!!,streetlight_electrical
There is rash driving on main road!!!,traffic_roadsafety
garbage dumping is causing trouble near bus stop!!!,garbage_waste
accident risk problem near market!!!,traffic_roadsafety
Please fix illegal construction near hospital!!!,illegal_activities
ISSUE OF MISC ISSUE BESIDE PARK,other
There is drainage overflow on main road,drainage_sewage
Complaint about bad road condition in colony,road_pothole
water issue is causing trouble beside park,water_supply
There is encroachment near hospital!!!,illegal_activities
Complaint about dog attack risk on main road,stray_animals
URGENT ISSUE: WASTE OVERFLOW NEAR SCHOOL,garbage_waste
There is accident risk near office,traffic_roadsafety
ISSUE OF SEWAGE PROBLEM IN COLONY,drainage_sewage
Urgent issue: dustbin not cleared near market,garbage_waste
PLEASE FIX WATER SHORTAGE BESIDE PARK!!!,water_supply
Issue of waste overflow near market,garbage_waste
FACING LOW WATER PRESSURE NEAR SCHOOL!!!,water_supply
Complaint about illegal parking beside park,illegal_activities
Issue of no water supply in my area,water_supply
URGENT ISSUE: TRASH PROBLEM NEAR MARKET,garbage_waste
There is encroachment near market!!!,illegal_activities
vandalism problem in my area,public_property_damage
stray dogs is causing trouble on main road,stray_animals
ROAD DAMAGE IS CAUSING TROUBLE IN MY AREA,road_pothole
Complaint about public property damage on main road,public_property_damage
Complaint about unauthorized shops near hospital,illegal_activities
PLEASE FIX TRASH PROBLEM NEAR HOSPITAL!!!,garbage_waste
There is traffic jam near school,traffic_roadsafety
Issue of encroachment in colony!!!,illegal_activities
stray dogs is causing trouble near bus stop,stray_animals
ELECTRIC POLE ISSUE PROBLEM NEAR SCHOOL,streetlight_electrical
damaged park problem near office,public_property_damage
THERE IS POWER CUT NEAR OFFICE,streetlight_electrical
no water supply problem near market!!!,water_supply
COMPLAINT ABOUT ROAD DAMAGE NEAR SCHOOL,road_pothole
Urgent issue: unknown problem near market!!!,other
water issue is causing trouble near hospital,water_supply
There is dog attack risk near bus stop,stray_animals
Urgent issue: encroachment near bus stop,illegal_activities
FACING BAD ROAD CONDITION NEAR HOSPITAL,road_pothole
Issue of general issue in my area!!!,other
encroachment is causing trouble near hospital!!!,illegal_activities
PLEASE FIX BROKEN ROAD NEAR MARKET,road_pothole
THERE IS NO SIGNALS BESIDE PARK,traffic_roadsafety
ISSUE OF GENERAL ISSUE NEAR OFFICE!!!,other
Urgent issue: cattle on road in my area,stray_animals
Issue of rash driving near hospital,traffic_roadsafety
PLEASE FIX ANIMAL NUISANCE NEAR MARKET,stray_animals
Urgent issue: water issue beside park!!!,water_supply
Complaint about illegal parking in my area!!!,illegal_activities
Urgent issue: low water pressure near school!!!,water_supply
FACING ROAD DAMAGE NEAR BUS STOP,road_pothole
Complaint about cattle on road near hospital,stray_animals
THERE IS STREET LIGHT NOT WORKING NEAR HOSPITAL!!!,streetlight_electrical
There is road damage in my area,road_pothole
waste overflow problem near office!!!,garbage_waste
Complaint about damaged park near bus stop,public_property_damage
DRAINAGE OVERFLOW PROBLEM NEAR HOSPITAL,drainage_sewage
Complaint about illegal construction near school,illegal_activities
There is damaged park on main road,public_property_damage
THERE IS BROKEN ROAD NEAR MARKET!!!,road_pothole
Issue of trash problem near office,garbage_waste
illegal construction is causing trouble near office,illegal_activities
COMPLAINT ABOUT WATER SHORTAGE NEAR HOSPITAL!!!,water_supply
ILLEGAL PARKING IS CAUSING TROUBLE IN COLONY,illegal_activities
rash driving is causing trouble near office,traffic_roadsafety
water issue is causing trouble on main road,water_supply
Urgent issue: garbage dumping near office,garbage_waste
FACING NO SIGNALS NEAR BUS STOP!!!,traffic_roadsafety
Complaint about low water pressure beside park,water_supply
TRASH PROBLEM IS CAUSING TROUBLE IN MY AREA,garbage_waste
COMPLAINT ABOUT ENCROACHMENT NEAR HOSPITAL,illegal_activities
POTHOLE IS CAUSING TROUBLE NEAR MARKET,road_pothole
Facing power cut near bus stop,streetlight_electrical
Urgent issue: illegal construction in my area!!!,illegal_activities
THERE IS WASTE OVERFLOW ON MAIN ROAD!!!,garbage_waste
URGENT ISSUE: RASH DRIVING NEAR BUS STOP,traffic_roadsafety
Urgent issue: vandalism beside park,public_property_damage
ISSUE OF SEWAGE PROBLEM ON MAIN ROAD,drainage_sewage
stray dogs problem beside park,stray_animals
Urgent issue: water issue near school,water_supply
GENERAL ISSUE IS CAUSING TROUBLE NEAR MARKET,other
Complaint about animal nuisance near office,stray_animals
electric pole issue is causing trouble near school,streetlight_electrical
ENCROACHMENT PROBLEM IN COLONY,illegal_activities
There is no signals near market,traffic_roadsafety
URGENT ISSUE: NO WATER SUPPLY IN MY AREA,water_supply
broken road is causing trouble on main road,road_pothole
power cut problem in colony,streetlight_electrical
Issue of road damage near hospital,road_pothole
water issue is causing trouble near hospital,water_supply
Issue of traffic jam in my area,traffic_roadsafety
Complaint about unknown problem beside park,other
There is encroachment near market!!!,illegal_activities
Please fix stray dogs near hospital,stray_animals
There is waste overflow near bus stop,garbage_waste
WATER CLOGGING IS CAUSING TROUBLE NEAR MARKET!!!,drainage_sewage
general issue is causing trouble near hospital!!!,other
cattle on road problem beside park!!!,stray_animals
Issue of trash problem on main road!!!,garbage_waste
ISSUE OF TRASH PROBLEM ON MAIN ROAD,garbage_waste
URGENT ISSUE: DUSTBIN NOT CLEARED ON MAIN ROAD,garbage_waste
broken bench is causing trouble near office,public_property_damage
dustbin not cleared is causing trouble near office,garbage_waste
COMPLAINT ABOUT DIRTY DRAINAGE IN COLONY,drainage_sewage
dog attack risk problem near hospital!!!,stray_animals
public property damage problem on main road,public_property_damage
Issue of pothole in my area,road_pothole
Issue of unauthorized shops near school,illegal_activities
COMPLAINT ABOUT UNAUTHORIZED SHOPS NEAR SCHOOL,illegal_activities
Issue of unknown problem near office!!!,other
rash driving problem in my area,traffic_roadsafety
PLEASE FIX ILLEGAL CONSTRUCTION IN COLONY!!!,illegal_activities
Issue of misc issue near bus stop!!!,other
FACING GENERAL ISSUE IN COLONY!!!,other
COMPLAINT ABOUT ROAD DAMAGE NEAR MARKET,road_pothole
Please fix no water supply beside park!!!,water_supply
Issue of dirty drainage in colony,drainage_sewage
encroachment is causing trouble on main road,illegal_activities
garbage dumping is causing trouble near bus stop,garbage_waste
Complaint about trash problem in colony!!!,garbage_waste
general issue problem beside park,other
TRASH PROBLEM PROBLEM NEAR HOSPITAL!!!,garbage_waste
Urgent issue: accident risk near bus stop!!!,traffic_roadsafety
FACING ILLEGAL PARKING ON MAIN ROAD!!!,illegal_activities
Issue of power cut near office!!!,streetlight_electrical
unknown problem problem near market!!!,other
Complaint about water shortage near market,water_supply
URGENT ISSUE: LOW WATER PRESSURE NEAR HOSPITAL,water_supply
Issue of misc issue beside park,other
stray dogs is causing trouble in my area,stray_animals
COMPLAINT ABOUT RASH DRIVING NEAR OFFICE,traffic_roadsafety
Please fix no water supply in my area!!!,water_supply
Urgent issue: encroachment near bus stop,illegal_activities
Complaint about misc issue near school!!!,other
Complaint about dustbin not cleared near office,garbage_waste
power cut problem near hospital!!!,streetlight_electrical
Please fix traffic jam near school!!!,traffic_roadsafety
POWER CUT IS CAUSING TROUBLE IN COLONY!!!,streetlight_electrical
damaged park problem near office!!!,public_property_damage
There is sewage problem on main road,drainage_sewage
Urgent issue: no signals near bus stop!!!,traffic_roadsafety
Issue of rash driving near market,traffic_roadsafety
Issue of animal nuisance near school,stray_animals
ENCROACHMENT PROBLEM IN MY AREA,illegal_activities
Please fix unauthorized shops in my area,illegal_activities
water shortage is causing trouble in my area,water_supply
Please fix no signals near office!!!,traffic_roadsafety
Issue of unknown problem near bus stop,other
Please fix road damage near market,road_pothole
There is road damage in my area!!!,road_pothole
Complaint about general issue near bus stop,other
Please fix public property damage near market,public_property_damage
Issue of dustbin not cleared near hospital,garbage_waste
Complaint about traffic jam near office!!!,traffic_roadsafety
There is dog attack risk on main road!!!,stray_animals
waste overflow is causing trouble in colony,garbage_waste
BROKEN BENCH IS CAUSING TROUBLE NEAR BUS STOP,public_property_damage
ISSUE OF ENCROACHMENT NEAR SCHOOL,illegal_activities
Please fix water clogging in colony,drainage_sewage
Please fix sewage problem in my area!!!,drainage_sewage
PLEASE FIX DUSTBIN NOT CLEARED NEAR BUS STOP!!!,garbage_waste
There is low water pressure in my area,water_supply
Urgent issue: dustbin not cleared in my area!!!,garbage_waste
vandalism problem beside park,public_property_damage
Please fix garbage dumping near market,garbage_waste
Issue of garbage dumping near bus stop!!!,garbage_waste
Please fix rash driving on main road,traffic_roadsafety
Please fix accident risk near market,traffic_roadsafety
Urgent issue: wire problem near market,streetlight_electrical
ISSUE OF DIRTY DRAINAGE NEAR OFFICE!!!,drainage_sewage
cattle on road problem near market,stray_animals
Issue of misc issue in my area,other
Please fix low water pressure near school,water_supply
drainage overflow problem near bus stop,drainage_sewage
misc issue is causing trouble near school,other
Complaint about encroachment beside park!!!,illegal_activities
Facing encroachment beside park,illegal_activities
Complaint about power cut on main road,streetlight_electrical
Issue of no signals beside park,traffic_roadsafety
COMPLAINT ABOUT TRASH PROBLEM NEAR MARKET,garbage_waste
Complaint about wire problem near school!!!,streetlight_electrical
Please fix cattle on road in colony,stray_animals
COMPLAINT ABOUT ENCROACHMENT NEAR OFFICE,illegal_activities
There is trash problem in colony,garbage_waste
Urgent issue: public property damage in my area!!!,public_property_damage
URGENT ISSUE: STREET LIGHT NOT WORKING NEAR OFFICE,streetlight_electrical
There is vandalism near market,public_property_damage
PLEASE FIX DRAINAGE OVERFLOW NEAR SCHOOL!!!,drainage_sewage
Urgent issue: electric pole issue in my area,streetlight_electrical
ISSUE OF ENCROACHMENT ON MAIN ROAD,illegal_activities
Please fix unknown problem near school,other
animal nuisance is causing trouble in my area,stray_animals
Facing misc issue near office,other
Urgent issue: dog attack risk near office,stray_animals
Urgent issue: misc issue beside park,other
Complaint about dog attack risk near bus stop,stray_animals
Urgent issue: water shortage beside park,water_supply
Issue of public property damage near bus stop,public_property_damage
There is broken road near office!!!,road_pothole
Please fix no signals near bus stop,traffic_roadsafety
Facing water issue near bus stop,water_supply
URGENT ISSUE: BROKEN ROAD NEAR BUS STOP!!!,road_pothole
Please fix drainage overflow near office,drainage_sewage
Issue of dustbin not cleared near office,garbage_waste
electric pole issue is causing trouble near bus stop!!!,streetlight_electrical
Urgent issue: traffic jam near bus stop,traffic_roadsafety
COMPLAINT ABOUT CATTLE ON ROAD NEAR SCHOOL,stray_animals
illegal construction is causing trouble near market!!!,illegal_activities
Please fix dirty drainage on main road,drainage_sewage
There is misc issue near market,other
THERE IS DRAINAGE OVERFLOW NEAR MARKET!!!,drainage_sewage
There is street light not working on main road,streetlight_electrical
Issue of no signals near hospital,traffic_roadsafety
no signals problem on main road!!!,traffic_roadsafety
Issue of illegal construction near hospital!!!,illegal_activities
public property damage is causing trouble in my area,public_property_damage
Please fix unauthorized shops near bus stop,illegal_activities
Complaint about broken bench near school,public_property_damage
Facing dustbin not cleared in my area,garbage_waste
Complaint about stray dogs near market,stray_animals
water issue problem near hospital!!!,water_supply
DOG ATTACK RISK IS CAUSING TROUBLE BESIDE PARK,stray_animals
Complaint about power cut in my area,streetlight_electrical
animal nuisance problem near school,stray_animals
There is damaged park on main road,public_property_damage
Complaint about no water supply in colony,water_supply
COMPLAINT ABOUT WIRE PROBLEM NEAR SCHOOL,streetlight_electrical
stray dogs is causing trouble near bus stop!!!,stray_animals
CATTLE ON ROAD PROBLEM IN MY AREA!!!,stray_animals
There is water issue near office,water_supply
Urgent issue: road damage beside park!!!,road_pothole
ANIMAL NUISANCE PROBLEM NEAR SCHOOL!!!,stray_animals
There is dirty drainage beside park,drainage_sewage
dog attack risk is causing trouble near office,stray_animals
waste overflow is causing trouble near hospital,garbage_waste
Please fix sewage problem near hospital!!!,drainage_sewage
URGENT ISSUE: DAMAGED PARK NEAR BUS STOP!!!,public_property_damage
Please fix illegal parking in my area!!!,illegal_activities
There is sewage problem in colony!!!,drainage_sewage
GARBAGE DUMPING IS CAUSING TROUBLE BESIDE PARK,garbage_waste
Facing drainage overflow beside park!!!,drainage_sewage
Facing encroachment near market!!!,illegal_activities
Please fix unauthorized shops near hospital,illegal_activities
There is drainage overflow near hospital,drainage_sewage
accident risk is causing trouble near bus stop!!!,traffic_roadsafety
Facing general issue near office,other
PLEASE FIX STRAY DOGS NEAR HOSPITAL!!!,stray_animals
TRASH PROBLEM PROBLEM NEAR HOSPITAL,garbage_waste
Issue of wire problem beside park!!!,streetlight_electrical
Facing road damage near school,road_pothole
Please fix trash problem in my area,garbage_waste
low water pressure problem beside park,water_supply
Facing illegal parking in colony,illegal_activities
Facing broken bench in colony!!!,public_property_damage
low water pressure problem in my area,water_supply
NO WATER SUPPLY IS CAUSING TROUBLE NEAR SCHOOL,water_supply
Issue of pothole near school,road_pothole
stray dogs is causing trouble beside park,stray_animals
unknown problem is causing trouble near bus stop!!!,other
Facing waste overflow near office,garbage_waste
There is broken bench near school!!!,public_property_damage
road damage problem near school!!!,road_pothole
PLEASE FIX DIRTY DRAINAGE IN COLONY!!!,drainage_sewage
ISSUE OF SEWAGE PROBLEM NEAR OFFICE,drainage_sewage
Facing general issue in colony,other
cattle on road problem in colony,stray_animals
Please fix illegal construction near school!!!,illegal_activities
Urgent issue: electric pole issue on main road,streetlight_electrical
Complaint about broken bench near school,public_property_damage
ISSUE OF GENERAL ISSUE NEAR HOSPITAL!!!,other
VANDALISM IS CAUSING TROUBLE NEAR HOSPITAL!!!,public_property_damage
drainage overflow is causing trouble near hospital,drainage_sewage
illegal construction problem in my area,illegal_activities
CATTLE ON ROAD PROBLEM NEAR OFFICE,stray_animals
There is damaged park on main road,public_property_damage
Complaint about road damage near hospital,road_pothole
Complaint about trash problem on main road,garbage_waste
Complaint about trash problem near school!!!,garbage_waste
Please fix water shortage on main road,water_supply
Urgent issue: damaged park in my area!!!,public_property_damage
no signals is causing trouble near hospital,traffic_roadsafety
THERE IS ILLEGAL PARKING NEAR OFFICE!!!,illegal_activities
illegal parking problem near school,illegal_activities
Issue of dog attack risk in my area,stray_animals
URGENT ISSUE: WATER SHORTAGE IN MY AREA,water_supply
LOW WATER PRESSURE IS CAUSING TROUBLE NEAR OFFICE,water_supply
Issue of no water supply near office!!!,water_supply
POWER CUT IS CAUSING TROUBLE IN MY AREA,streetlight_electrical
trash problem is causing trouble near office!!!,garbage_waste
unauthorized shops problem near bus stop,illegal_activities
Complaint about road damage beside park!!!,road_pothole
FACING DAMAGED PARK NEAR BUS STOP,public_property_damage
FACING RASH DRIVING NEAR OFFICE!!!,traffic_roadsafety
Urgent issue: general issue beside park,other
dustbin not cleared problem on main road,garbage_waste
There is garbage dumping near hospital,garbage_waste
Complaint about general issue near bus stop,other
Facing low water pressure beside park!!!,water_supply
THERE IS DIRTY DRAINAGE ON MAIN ROAD,drainage_sewage
THERE IS ILLEGAL PARKING NEAR OFFICE!!!,illegal_activities
THERE IS DOG ATTACK RISK IN MY AREA,stray_animals
Please fix general issue near market,other
THERE IS STRAY DOGS NEAR BUS STOP,stray_animals
misc issue is causing trouble near hospital!!!,other
Urgent issue: unknown problem near office!!!,other
COMPLAINT ABOUT ROAD DAMAGE IN COLONY,road_pothole
water clogging problem near bus stop!!!,drainage_sewage
PLEASE FIX MISC ISSUE ON MAIN ROAD!!!,other
Please fix garbage dumping near office,garbage_waste
Facing no signals beside park,traffic_roadsafety
COMPLAINT ABOUT BAD ROAD CONDITION NEAR MARKET!!!,road_pothole
Please fix drainage overflow near hospital,drainage_sewage
Issue of stray dogs in colony,stray_animals
stray dogs is causing trouble on main road,stray_animals
THERE IS DAMAGED PARK NEAR HOSPITAL,public_property_damage
There is wire problem near school,streetlight_electrical
FACING WASTE OVERFLOW IN COLONY!!!,garbage_waste
vandalism is causing trouble in my area,public_property_damage
Please fix cattle on road near market!!!,stray_animals
Complaint about water clogging in colony,drainage_sewage
power cut problem on main road,streetlight_electrical
COMPLAINT ABOUT ENCROACHMENT NEAR OFFICE!!!,illegal_activities
Facing pothole near market,road_pothole
URGENT ISSUE: TRASH PROBLEM NEAR OFFICE,garbage_waste
Issue of no water supply in colony!!!,water_supply
illegal parking problem near market!!!,illegal_activities
There is unauthorized shops near office,illegal_activities
ILLEGAL PARKING IS CAUSING TROUBLE ON MAIN ROAD,illegal_activities
THERE IS DOG ATTACK RISK NEAR BUS STOP,stray_animals
Please fix encroachment near hospital!!!,illegal_activities
There is dog attack risk in my area,stray_animals
bad road condition is causing trouble near office,road_pothole
There is illegal parking near school,illegal_activities
Urgent issue: dog attack risk in my area,stray_animals
Complaint about street light not working near hospital,streetlight_electrical
street light not working problem near school!!!,streetlight_electrical
There is rash driving near office,traffic_roadsafety
COMPLAINT ABOUT POTHOLE BESIDE PARK!!!,road_pothole
COMPLAINT ABOUT BROKEN ROAD ON MAIN ROAD,road_pothole
Urgent issue: electric pole issue near school,streetlight_electrical
CATTLE ON ROAD IS CAUSING TROUBLE IN MY AREA,stray_animals
general issue is causing trouble in my area,other
Urgent issue: bad road condition beside park,road_pothole
Facing water clogging in colony!!!,drainage_sewage
ISSUE OF BROKEN ROAD NEAR BUS STOP,road_pothole
